metrics,matrix,val_acc,cv,param
1,"[[ 281    0    0    0    0    0    0    0    1    0    4]
 [   0  392    0    0    0    0    0    0   31  165    3]
 [   0    4   14    0    0    0    0    0    6    3    1]
 [   0    1    0    0    0    0    0    0    5    3    1]
 [   0    1    0    0   84    0    0    0  355  178    0]
 [   0    0    0    0    3    0    0    0   28  156    0]
 [   0    0    0    0   21    0    0    0  238   47    0]
 [   0    0    0    0    0    0    0  788   90    0    0]
 [   1    2    0    0    8    0    0  137 1449  480    0]
 [   0    1    0    0    9    0    0    0  193 1461    3]
 [  94    1    0    0    0    0    0    1    5    8  101]]",0.666375036,cv2,min_leaf
2,"[[ 276    0    0    0    0    0    0    0    2    0    8]
 [   0  394    0    0    3    0    0    0   22  171    1]
 [   0    2   14    0    0    0    0    0   11    0    1]
 [   0    1    0    0    0    0    0    0    4    4    1]
 [   0    1    0    0   69    0    0    0  348  200    0]
 [   0    0    0    0    1    0    0    0   23  163    0]
 [   0    0    0    0   13    0    0    0  241   52    0]
 [   0    0    0    0    0    0    0  789   89    0    0]
 [   1    2    0    0    6    0    0  142 1399  527    0]
 [   1    1    0    0    5    0    0    0  170 1488    2]
 [  91    3    0    0    0    0    0    0    7    8  101]]",0.660542432,cv2,min_leaf
5,"[[ 276    0    0    0    0    0    0    0    2    0    8]
 [   0  394    0    0    0    0    0    0   25  170    2]
 [   0    4   14    0    0    0    0    0    6    3    1]
 [   0    1    0    0    0    0    0    0    4    4    1]
 [   0    1    0    0   49    0    0    0  379  189    0]
 [   0    0    0    0    2    0    0    0   21  164    0]
 [   0    0    0    0    7    0    0    0  248   51    0]
 [   0    0    0    0    0    0    0  775  103    0    0]
 [   1    2    0    0    3    0    0  140 1404  527    0]
 [   0    2    0    0    2    0    0    0  166 1496    1]
 [ 102    3    0    0    0    0    0    0    8    8   89]]",0.655730534,cv2,min_leaf
10,"[[ 278    0    0    0    0    0    0    0    2    0    6]
 [   1  393    0    0    0    0    0    0   22  174    1]
 [   0    2   14    0    0    0    0    0   10    1    1]
 [   0    1    0    0    0    0    0    0    6    2    1]
 [   0    1    0    0   38    0    0    0  374  205    0]
 [   0    0    0    0    0    0    0    0   25  162    0]
 [   0    0    0    0    9    0    0    1  244   52    0]
 [   0    0    0    0    0    0    0  780   98    0    0]
 [   1    3    0    0    1    0    0  133 1401  538    0]
 [   0    1    0    0    1    0    0    0  148 1516    1]
 [ 100    3    0    0    0    0    0    1    7    7   92]]",0.65791776,cv2,min_leaf
1,"[[ 276    1    0    0    0    0    0    0    1    0    8]
 [   0  399    0    0    1    0    0    0   22  166    3]
 [   0    1   16    0    0    0    0    0    8    2    1]
 [   0    1    0    0    0    0    0    0    5    2    2]
 [   0    1    0    0   92    0    0    0  320  205    0]
 [   0    0    0    0    2    0    0    0   24  161    0]
 [   0    0    0    0   22    0    0    0  241   43    0]
 [   0    0    0    0    0    0    0  774  104    0    0]
 [   0    2    0    0    4    0    0  143 1462  466    0]
 [   0    0    0    0    8    0    0    0  176 1480    3]
 [  96    2    0    0    0    0    0    0    4   10   98]]",0.670312044,cv3,min_leaf
2,"[[ 277    1    0    0    0    0    0    1    1    0    6]
 [   0  401    0    0    2    0    0    0   19  166    3]
 [   0    1   16    0    0    0    0    0    7    3    1]
 [   0    0    0    0    0    0    0    0    6    2    2]
 [   0    1    0    0   74    0    0    0  336  207    0]
 [   0    0    0    0    1    0    0    0   25  161    0]
 [   0    0    0    0   22    0    0    0  241   43    0]
 [   0    1    0    0    0    0    0  771  106    0    0]
 [   0    2    0    0    3    0    0  144 1423  505    0]
 [   0    0    0    0    6    0    0    0  159 1499    3]
 [  98    0    0    0    1    0    0    1    6    9   95]]",0.664333625,cv3,min_leaf
5,"[[ 276    1    0    0    0    0    0    0    1    0    8]
 [   0  400    0    0    0    0    0    0   22  166    3]
 [   1    1   16    0    0    0    0    0    6    3    1]
 [   0    1    0    0    0    0    0    0    7    1    1]
 [   0    2    0    0   51    0    0    2  360  203    0]
 [   0    0    0    0    1    0    0    0   17  169    0]
 [   0    0    0    0   19    0    0    0  254   33    0]
 [   0    1    0    0    0    0    0  775  102    0    0]
 [   0    4    0    0    2    0    0  141 1399  531    0]
 [   0    0    0    0    5    0    0    0  133 1527    2]
 [ 101    3    0    0    0    0    0    0    4    9   93]]",0.661563138,cv3,min_leaf
10,"[[ 277    1    0    0    0    0    0    0    1    0    7]
 [   0  400    0    0    0    0    0    0   18  170    3]
 [   1    1   16    0    0    0    0    0    4    5    1]
 [   0    1    0    0    0    0    0    0    7    1    1]
 [   0    1    0    0   30    0    0    1  390  196    0]
 [   0    0    0    0    1    0    0    0   14  172    0]
 [   0    0    0    0    9    0    0    1  258   38    0]
 [   0    1    0    0    0    0    0  769  108    0    0]
 [   0    3    0    0    1    0    0  143 1400  530    0]
 [   0    1    0    0    3    0    0    0  146 1515    2]
 [ 100    4    0    0    0    0    0    1    6    8   91]]",0.655876349,cv3,min_leaf
1,"[[ 280    0    0    0    0    0    0    0    1    0    5]
 [   1  388    0    0    1    0    0    0   25  172    4]
 [   0    4   16    0    0    0    0    0    4    2    2]
 [   0    2    0    0    1    0    0    0    5    1    1]
 [   0    1    0    0   81    0    0    0  347  189    0]
 [   0    0    0    0    0    0    0    0   16  171    0]
 [   0    0    0    0   21    0    0    0  233   52    0]
 [   1    0    0    0    0    0    0  810   67    0    0]
 [   2    4    0    0    4    0    0  130 1453  484    0]
 [   0    1    0    0    3    0    0    0  187 1476    0]
 [  95    2    0    0    0    0    0    0    3    3  107]]",0.672353456,cv4,min_leaf
2,"[[ 278    0    0    0    0    0    0    0    0    1    7]
 [   0  385    0    0    2    0    0    0   22  177    5]
 [   0    7   15    0    0    0    0    0    3    3    0]
 [   0    1    0    0    2    0    0    0    4    1    2]
 [   0    1    0    0   72    0    0    0  355  190    0]
 [   0    0    0    0    2    0    0    0   12  173    0]
 [   0    0    0    0   17    0    0    0  226   63    0]
 [   1    0    0    0    0    0    0  795   82    0    0]
 [   2    4    0    0    1    0    0  127 1436  507    0]
 [   1    0    0    0    4    0    0    0  157 1505    0]
 [  98    2    0    0    1    0    0    0    2    3  104]]",0.669291339,cv4,min_leaf
5,"[[ 282    0    0    0    0    0    0    0    0    1    3]
 [   2  388    0    0    1    0    0    0   22  175    3]
 [   0    5   15    0    0    0    0    0    4    3    1]
 [   0    1    0    0    0    0    0    0    4    3    2]
 [   0    2    0    0   48    0    0    0  361  207    0]
 [   0    0    0    0    0    0    0    0   14  173    0]
 [   0    0    0    0    9    0    0    0  239   58    0]
 [   1    0    0    0    0    0    0  793   84    0    0]
 [   2    3    0    0    2    0    0  128 1414  528    0]
 [   0    1    0    0    2    0    0    0  150 1514    0]
 [  94    3    0    0    0    0    0    0    5    3  105]]",0.66477107,cv4,min_leaf
10,"[[ 281    0    0    0    0    0    0    0    1    0    4]
 [   1  388    0    0    0    0    0    1   19  180    2]
 [   0    6   15    0    0    0    0    0    5    2    0]
 [   0    2    0    0    0    0    0    0    4    3    1]
 [   0    2    0    0   37    0    0    0  370  209    0]
 [   0    0    0    0    0    0    0    0   12  175    0]
 [   0    0    0    0    8    0    0    0  244   54    0]
 [   1    0    0    0    0    0    0  787   90    0    0]
 [   2    4    0    0    2    0    0  116 1406  547    0]
 [   0    1    0    0    2    0    0    0  140 1524    0]
 [  99    9    0    0    0    0    0    0    4    3   95]]",0.660979878,cv4,min_leaf
1,"[[ 271    1    0    0    0    0    0    0    3    0   11]
 [   0  375    0    0    3    0    0    1   34  173    5]
 [   2    1   17    0    0    0    0    0    4    2    2]
 [   0    1    0    0    0    0    0    0    6    2    1]
 [   0    2    0    0  104    0    0    0  323  189    0]
 [   0    0    0    0    1    0    0    0   30  155    1]
 [   0    0    0    0   23    0    0    0  233   50    0]
 [   0    0    0    0    0    0    0  781   97    0    0]
 [   0    3    0    0    4    0    0  140 1465  465    0]
 [   0    1    0    0    6    0    0    0  198 1461    1]
 [  84    1    0    0    0    0    0    1    4    2  118]]",0.669582969,cv5,min_leaf
2,"[[ 275    1    0    0    0    0    0    0    3    0    7]
 [   1  377    0    0    1    0    0    0   32  176    4]
 [   2    2   17    0    0    0    0    0    5    1    1]
 [   0    0    0    0    1    0    0    0    6    1    2]
 [   0    0    0    0   83    0    0    0  340  195    0]
 [   0    0    0    0    1    0    0    0   25  160    1]
 [   0    0    0    0   13    0    0    0  238   55    0]
 [   0    0    0    0    0    0    0  783   95    0    0]
 [   0    2    0    0    4    0    0  137 1465  469    0]
 [   0    1    0    0    4    0    0    0  161 1499    2]
 [  95    0    0    0    0    0    0    1    3    3  108]]",0.671770195,cv5,min_leaf
5,"[[ 273    1    0    0    0    0    0    0    3    0    9]
 [   1  378    0    0    2    0    0    0   22  183    5]
 [   2    2   17    0    0    0    0    0    6    0    1]
 [   0    0    0    0    0    0    0    1    7    1    1]
 [   0    1    0    0   63    0    0    0  358  196    0]
 [   0    0    0    0    1    0    0    0   21  165    0]
 [   0    0    0    0   16    0    0    0  246   44    0]
 [   0    0    0    0    0    0    0  777  101    0    0]
 [   0    3    0    0    2    0    0  144 1418  510    0]
 [   1    1    0    0    5    0    0    0  138 1521    1]
 [  95    0    0    0    0    0    0    1    4    2  108]]",0.66418781,cv5,min_leaf
10,"[[ 271    1    0    0    0    0    0    0    4    0   10]
 [   0  379    0    0    0    0    0    0   26  183    3]
 [   1    2   17    0    0    0    0    0    6    1    1]
 [   0    1    0    0    1    0    0    1    6    1    0]
 [   0    0    0    0   56    0    0    0  379  183    0]
 [   0    0    0    0    1    0    0    0   18  168    0]
 [   0    0    0    0   10    0    0    0  242   54    0]
 [   0    0    0    0    0    0    0  776  102    0    0]
 [   0    4    0    0    1    0    0  140 1411  521    0]
 [   0    1    0    0    1    0    0    0  137 1526    2]
 [  87    2    0    0    0    0    0    2    5    3  111]]",0.663021289,cv5,min_leaf
2,"[[ 280    0    0    0    0    0    0    0    0    0    6]
 [   0  362    0    0    2    0    0    1   31  191    4]
 [   0    1   16    0    0    0    0    1    8    1    1]
 [   1    0    0    0    0    0    0    0    6    2    1]
 [   0    0    0    0   89    0    0    0  340  189    0]
 [   0    0    0    0    0    0    0    0   28  159    0]
 [   0    0    0    0   26    0    1    1  227   51    0]
 [   1    0    0    0    0    0    0  795   82    0    0]
 [   1    1    0    0    6    0    0  133 1446  490    0]
 [   1    0    0    0    6    0    0    0  185 1474    1]
 [  95    2    0    0    0    0    0    0    1    3  109]]",0.666666667,cv1,min_split
5,"[[ 280    0    0    0    0    0    0    0    0    0    6]
 [   0  362    0    0    1    0    0    0   34  190    4]
 [   0    3   16    0    1    0    0    1    6    0    1]
 [   1    0    0    0    0    0    0    0    6    2    1]
 [   0    0    0    0   79    0    0    0  333  206    0]
 [   0    0    0    0    1    0    0    0   28  158    0]
 [   0    0    0    0   21    0    0    0  238   47    0]
 [   1    0    0    0    0    0    0  795   82    0    0]
 [   2    1    0    0    6    0    0  123 1419  526    0]
 [   0    0    0    0    4    0    0    0  176 1485    2]
 [  98    4    0    0    0    0    0    0    1    3  104]]",0.662000583,cv1,min_split
10,"[[ 281    0    0    0    0    0    0    0    0    0    5]
 [   0  363    0    0    0    0    0    0   29  195    4]
 [   0    2   16    0    0    0    0    1    6    2    1]
 [   1    0    0    0    0    0    0    0    5    3    1]
 [   0    0    0    0   89    0    0    1  329  199    0]
 [   0    0    0    0    2    0    0    0   23  162    0]
 [   0    0    0    0   20    0    0    1  232   53    0]
 [   1    0    0    0    0    0    0  794   83    0    0]
 [   2    0    0    0    0    0    0  118 1429  528    0]
 [   0    0    0    0    3    0    0    0  175 1487    2]
 [  99    2    0    0    0    0    0    0    1    3  105]]",0.665500146,cv1,min_split
15,"[[ 281    0    0    0    0    0    0    0    0    0    5]
 [   0  363    0    0    1    0    0    1   29  194    3]
 [   0    2   16    0    0    0    0    1    6    2    1]
 [   1    0    0    0    0    0    0    0    5    3    1]
 [   0    0    0    0   75    0    0    0  356  187    0]
 [   0    0    0    0    1    0    0    0   27  159    0]
 [   0    0    0    0   17    0    0    0  240   49    0]
 [   1    0    0    0    0    0    0  784   93    0    0]
 [   2    1    0    0    3    0    0  117 1420  534    0]
 [   0    0    0    0    2    0    0    0  177 1486    2]
 [  98    2    0    0    0    0    0    0    1    3  106]]",0.660688247,cv1,min_split
100,"[[ 283    0    0    0    0    0    0    0    1    0    2]
 [   0  362    0    0    0    0    0    0   32  193    4]
 [   0    1   16    0    0    0    0    1    7    2    1]
 [   1    0    0    0    0    0    0    0    5    3    1]
 [   0    0    0    0   36    0    0    0  394  188    0]
 [   0    0    0    0    1    0    0    0   25  161    0]
 [   0    0    0    0    6    0    0    0  254   46    0]
 [   1    2    0    0    0    0    0  782   93    0    0]
 [   2    1    0    0    0    0    0  124 1412  538    0]
 [   0    0    0    0    1    0    0    0  151 1513    2]
 [ 106    4    0    0    0    0    0    0    1    3   96]]",0.656167979,cv1,min_split
2,"[[ 281    0    0    0    0    0    0    0    1    0    4]
 [   0  392    0    0    0    0    0    0   31  165    3]
 [   0    4   14    0    0    0    0    0    6    3    1]
 [   0    1    0    0    0    0    0    0    5    3    1]
 [   0    1    0    0   84    0    0    0  355  178    0]
 [   0    0    0    0    3    0    0    0   28  156    0]
 [   0    0    0    0   21    0    0    0  238   47    0]
 [   0    0    0    0    0    0    0  788   90    0    0]
 [   1    2    0    0    8    0    0  137 1449  480    0]
 [   0    1    0    0    9    0    0    0  193 1461    3]
 [  94    1    0    0    0    0    0    1    5    8  101]]",0.666375036,cv2,min_split
5,"[[ 275    0    0    0    0    0    0    0    2    0    9]
 [   0  391    0    0    2    0    0    0   30  165    3]
 [   0    3   14    0    0    0    0    0    8    2    1]
 [   0    1    0    0    0    0    0    0    4    4    1]
 [   0    1    0    0   76    0    0    0  347  194    0]
 [   0    0    0    0    2    0    0    0   23  162    0]
 [   0    0    0    0   12    0    0    0  236   58    0]
 [   0    0    0    0    0    0    0  790   88    0    0]
 [   1    2    0    0    2    0    0  144 1440  488    0]
 [   0    1    0    0    7    0    0    0  164 1493    2]
 [  91    3    0    0    0    0    0    0    6    8  102]]",0.667979003,cv2,min_split
10,"[[ 278    0    0    0    0    0    0    0    2    0    6]
 [   0  391    0    0    2    0    0    0   26  169    3]
 [   0    3   14    0    0    0    0    0    8    2    1]
 [   0    0    0    0    0    0    0    0    6    2    2]
 [   0    1    0    0   68    0    0    0  344  205    0]
 [   0    0    0    0    1    0    0    0   20  166    0]
 [   0    0    0    0   10    0    0    1  243   52    0]
 [   0    0    0    0    0    0    0  788   90    0    0]
 [   1    2    0    0    2    0    0  145 1442  485    0]
 [   0    1    0    0    1    0    0    0  169 1493    3]
 [  93    2    0    0    0    0    0    0    7    7  101]]",0.667104112,cv2,min_split
15,"[[ 276    0    0    0    0    0    0    0    2    0    8]
 [   0  392    0    0    3    0    0    0   31  162    3]
 [   0    3   14    0    0    0    0    0   10    1    0]
 [   0    1    0    0    0    0    0    0    6    2    1]
 [   0    1    0    0   68    0    0    0  349  200    0]
 [   0    0    0    0    2    0    0    0   23  162    0]
 [   0    0    0    0   13    0    0    0  235   58    0]
 [   0    0    0    0    0    0    0  787   91    0    0]
 [   1    2    0    0    1    0    0  133 1468  472    0]
 [   0    1    0    0    3    0    0    0  158 1502    3]
 [  96    1    0    0    0    0    0    0    6    8   99]]",0.67162438,cv2,min_split
100,"[[ 280    0    0    0    0    0    0    0    2    0    4]
 [   0  393    0    0    1    0    0    0   26  169    2]
 [   0    3   14    0    0    0    0    0   10    0    1]
 [   0    1    0    0    0    0    0    0    6    2    1]
 [   0    1    0    0   30    0    0    0  398  189    0]
 [   0    0    0    0    1    0    0    0   19  167    0]
 [   0    0    0    0    4    0    0    0  249   53    0]
 [   0    0    0    0    0    0    0  779   99    0    0]
 [   1    3    0    0    0    0    0  134 1442  497    0]
 [   0    2    0    0    1    0    0    0  160 1503    1]
 [ 100    2    0    0    0    0    0    0    7    7   94]]",0.661271508,cv2,min_split
2,"[[ 276    1    0    0    0    0    0    0    1    0    8]
 [   0  399    0    0    1    0    0    0   22  166    3]
 [   0    1   16    0    0    0    0    0    8    2    1]
 [   0    1    0    0    0    0    0    0    5    2    2]
 [   0    1    0    0   92    0    0    0  320  205    0]
 [   0    0    0    0    2    0    0    0   24  161    0]
 [   0    0    0    0   22    0    0    0  241   43    0]
 [   0    0    0    0    0    0    0  774  104    0    0]
 [   0    2    0    0    4    0    0  143 1462  466    0]
 [   0    0    0    0    8    0    0    0  176 1480    3]
 [  96    2    0    0    0    0    0    0    4   10   98]]",0.670312044,cv3,min_split
5,"[[ 279    1    0    0    0    0    0    0    1    0    5]
 [   0  400    0    0    2    0    0    0   17  169    3]
 [   0    1   16    0    0    0    0    0    7    3    1]
 [   0    0    0    0    0    0    0    0    6    1    3]
 [   0    2    0    0   82    0    0    1  336  197    0]
 [   0    0    0    0    2    0    0    0   26  159    0]
 [   0    0    0    0   22    0    0    1  233   50    0]
 [   0    0    0    0    0    0    0  781   97    0    0]
 [   0    2    0    0    2    0    0  140 1434  499    0]
 [   0    0    0    0    5    0    0    0  163 1497    2]
 [  98    2    0    0    1    0    0    0    5    9   95]]",0.668416448,cv3,min_split
10,"[[ 275    1    0    0    0    0    0    0    1    0    9]
 [   0  401    0    0    1    0    0    0   23  163    3]
 [   1    1   16    0    0    0    0    0    7    2    1]
 [   0    1    0    0    1    0    0    0    5    1    2]
 [   0    2    0    0   68    0    0    0  348  200    0]
 [   0    0    0    0    1    0    0    0   19  167    0]
 [   0    0    0    0   15    0    0    0  249   42    0]
 [   0    1    0    0    0    0    0  772  105    0    0]
 [   0    4    0    0    3    0    0  140 1434  496    0]
 [   0    0    0    0    5    0    0    0  168 1491    3]
 [  94    1    0    0    0    0    0    0    6    8  101]]",0.664625255,cv3,min_split
15,"[[ 273    1    0    0    0    0    0    0    1    0   11]
 [   0  400    0    0    3    0    0    0   16  169    3]
 [   1    1   16    0    1    0    0    0    6    2    1]
 [   0    1    0    0    0    0    0    0    5    2    2]
 [   0    2    0    0   80    0    0    0  339  197    0]
 [   0    0    0    0    2    0    0    0   18  167    0]
 [   0    0    0    0   16    0    0    0  248   42    0]
 [   0    1    0    0    0    0    0  780   97    0    0]
 [   0    2    0    0    3    0    0  141 1438  493    0]
 [   0    0    0    0    6    0    0    0  148 1510    3]
 [  99    1    0    0    1    0    0    0    5    8   96]]",0.669728784,cv3,min_split
